,Unnamed: 0,similarity,sentence1,sentence2,label
2831,2831,entailment,People trying to improve the compound near in their school in downtown Los Angeles.,People are in downtown Los Angeles.,1
2832,2832,neutral,A man in a white t-shirt is crossing the sidewalk.,The man is crossing the street to get to his job.,2
2833,2833,neutral,Two girls in stockings and skirts sip soda in front of a group of bicycles.,Two girls are having lunch together.,2
2834,2834,entailment,A large dog lays next to a small baby with a pacifier in its mouth.,The dog is laying down,1
2835,2835,contradiction,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,A person tries on socks.,0
2836,2836,contradiction,Brown dog running on the beach.,Dog sitting on the beach,0
2837,2837,neutral,"A lady dressed in a white, short dress is next to a table set for two with a rock pier in the background.",The woman is waiting for someone,2
2838,2838,entailment,Girl in a blue sweater holding her own hands.,The girl is wearing a sweater.,1
2839,2839,contradiction,"A city market on a street sits in the foreground, with city buildings lay in the background.","The picture is an abstract art concept of blue, greens, and yellows, with no particular pattern or form.",0
2840,2840,neutral,Three men sit together while one looks at a book.,Three men are reading the bible.,2
2841,2841,entailment,The workers in the maintenance department continued to clean the area after heavy rains.,After the heavy rains the maintenance workers continued to clean the area.,1
2842,2842,entailment,Two men are painting pottery.,Two men are working on artistic pieces.,1
2843,2843,neutral,Boats parked at a marina at sunset.,The marina is only half full.,2
2844,2844,contradiction,"Small, hairy dog running in the sand.",sleeping puppy,0
2845,2845,contradiction,crowd of people enjoying a fireworks show,Two people are sitting on a blanket alone watching fireworks.,0
2846,2846,entailment,A woman with a red backpack is looking at Machu Picchu.,A woman is in South America.,1
2847,2847,entailment,Asian woman standing near machinery give peace sign.,The Asian woman is near some machines.,1
2848,2848,neutral,Two people in a crowded lab pipette and label test tubes.,The people in the lab are packing up to move out.,2
2849,2849,neutral,A group of men play field hockey.,A group of men in the field hockey championship.,2
2850,2850,entailment,A dog is running through a field.,An animal running.,1
2851,2851,contradiction,A tan dog has a drink from water being poured from a spout.,A dog is taking a nap in the sun.,0
2852,2852,entailment,A delighted man is jumping rope in front of a door.,A man is jumping rope.,1
2853,2853,contradiction,A man in a white tank shirt holds a laptop while sitting next to a white column with a statue on top of it.,A man is sitting on his laptop.,0
2854,2854,contradiction,A young asian girl is sliding down a pole on outdoor playground equipment.,A kid is grounded and sent to his room.,0
2855,2855,contradiction,The young girls sat in a circle on the wood floor.,the girls were running around the wood floor,0
2856,2856,neutral,A DJ host takes the mic and rallies his audience.,The DJ is at a party.,2
2857,2857,entailment,a race contestant pointing and talking to someone.,The person gestures.,1
2858,2858,neutral,"A man is running in snowshoes across a snow covered field, with mountains in the background.",The man is freezing cold.,2
2859,2859,contradiction,A bunch of people with little white hats are sitting in a park.,A man is eating in a cafe.,0
2860,2860,contradiction,Two females are looking at a notebook in a lab.,Two men are sharing a copy of 50 shades of grey.,0
2861,2861,neutral,"A woman with a cane is standing, bundled up in winter weather.",An old woman is standing outside in the snow.,2
2862,2862,neutral,Four people in bright blue water with a child in a pink inter tube.,THE grass was green,2
2863,2863,neutral,People are running in some type of marathon while passing blue signs.,the people are running in a marathon to cure breast cancer,2
2864,2864,neutral,"A group of bohemians stroll down the street, one with a shopping cart.",Poor people living on the street.,2
2865,2865,neutral,group of young people standing in the middle of a street,A mob prepares to start a protest march.,2
2866,2866,contradiction,A couple on the beach with their child.,The family is visiting a restaurant.,0
2867,2867,neutral,"A young woman and her friend waiting for the court hearing in the city of Portland, Oregon.",The woman have a public attorney.,2
2868,2868,contradiction,An orange building in front of a river with a bridge.,The house is on the beach.,0
2869,2869,contradiction,Two young men in a purple and white shirt running on grass.,The Nerf competition just opened its doors and people are piling in.,0
2870,2870,neutral,A young boy playing outside of his red house.,The young boy is playing with friends.,2
2871,2871,contradiction,a large white dog lying on the floor.,The large white dog is jumping to catch a ball.,0
2872,2872,contradiction,Two seniors and a woman set a table.,cat stares at fish,0
2873,2873,entailment,A group of people wearing costumes jump as they walk down the street.,The people are walking.,1
2874,2874,contradiction,A child running in the grass.,A man running in the grass.,0
2875,2875,neutral,A girl wearing a bike helmet and glasses takes a picture of some plants.,The girl is riding a bike.,2
2876,2876,neutral,A blond baby is watching a dark-haired baby chew on a blue toy.,Two baby brothers are lying together.,2
2877,2877,contradiction,A woman with a pink jacket has her arms folded across her chest.,A woman is holding many shopping bags.,0
2878,2878,neutral,"a rock climber, climbing an extremely steep rust-colored rock wall, and he is wearing a bright orange hard hat with a light attached to it in the front, sunglasses, and jeans.",The man is a competitive rock climber.,2
2879,2879,neutral,A man in protective gear welds a piece of metal on a machine.,A man doing some work,2
2880,2880,entailment,"A man is about to throw a drum in the ground, while standing amidst a band.",A man is tossing a musical instrument near other people,1
2881,2881,contradiction,A police dog in training jumping over a large wall,A cat is being trained,0
2882,2882,neutral,A man on a bike with a dog on a leash.,There is a dog pulling a man on a bike.,2
2883,2883,neutral,A singer standing in green light.,A singer stands onstage as a green light shines on them.,2
2884,2884,neutral,A woman with a large tattoo on her back is walking away from the camera.,A woman is being filmed without her knowledge.,2
2885,2885,entailment,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,A man talks to officers.,1
2886,2886,contradiction,Football player about to kick ball with team looking on in the background.,A football player is taking a test.,0
2887,2887,entailment,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.,The man is reassuring the crying woman.,1
2888,2888,entailment,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,There are at least two skateboarders in the picture.,1
2889,2889,neutral,A street is filled with people and two red and white umbrellas stand out from the crowd.,It is raining outside.,2
2890,2890,contradiction,The man is sitting down while enjoying his beer.,the guy drives home,0
2891,2891,neutral,A little boy grinning with a go-cart in the background.,the boy is about to ride a go-cart,2
2892,2892,contradiction,a little girl in a blue flower dress and black boots walking on the sidewalk.,Nobody is walking.,0
